month,country,topic,age_group,share_of_messages
2025-10-01,IQ,Practical Guidance,55-64,0.023
2025-10-01,IQ,Practical Guidance,65+,0.045
2025-10-01,IQ,Seeking information,18-24,0.308
2025-10-01,IQ,Seeking information,25-34,0.399
2025-10-01,IQ,Seeking information,35-44,0.155
2025-10-01,IQ,Seeking information,45-54,0.066
2025-10-01,IQ,Seeking information,55-64,0.039
2025-10-01,IQ,Seeking information,65+,0.034
2025-10-01,IQ,Self-expression,18-24,0.398
2025-10-01,IQ,Self-expression,25-34,0.356
2025-10-01,IQ,Self-expression,35-44,0.146
2025-10-01,IQ,Self-expression,45-54,0.032
2025-10-01,IQ,Self-expression,55-64,0.001
2025-10-01,IQ,Self-expression,65+,0.067
2025-10-01,IQ,Writing,18-24,0.423
2025-10-01,IQ,Writing,25-34,0.343
2025-10-01,IQ,Writing,35-44,0.124
2025-10-01,IQ,Writing,45-54,0.053
2025-10-01,IQ,Writing,55-64,0.006
2025-10-01,IQ,Writing,65+,0.051
2025-10-01,IT,Multimedia,18-24,0.169
2025-10-01,IT,Multimedia,25-34,0.323
2025-10-01,IT,Multimedia,35-44,0.257
2025-10-01,IT,Multimedia,45-54,0.167
2025-10-01,IT,Multimedia,55-64,0.041
2025-10-01,IT,Multimedia,65+,0.042
2025-10-01,IT,Other/Unknown,18-24,0.325
2025-10-01,IT,Other/Unknown,25-34,0.313
2025-10-01,IT,Other/Unknown,35-44,0.116
2025-10-01,IT,Other/Unknown,45-54,0.131
2025-10-01,IT,Other/Unknown,55-64,0.088
2025-10-01,IT,Other/Unknown,65+,0.027
2025-10-01,IT,Practical Guidance,18-24,0.324
2025-10-01,IT,Practical Guidance,25-34,0.382
2025-10-01,IT,Practical Guidance,35-44,0.151
2025-10-01,IT,Practical Guidance,45-54,0.088
2025-10-01,IT,Practical Guidance,55-64,0.039
2025-10-01,IT,Practical Guidance,65+,0.017
2025-10-01,IT,Seeking information,18-24,0.250
2025-10-01,IT,Seeking information,25-34,0.377
2025-10-01,IT,Seeking information,35-44,0.184
2025-10-01,IT,Seeking information,45-54,0.103
2025-10-01,IT,Seeking information,55-64,0.064
2025-10-01,IT,Seeking information,65+,0.021
2025-10-01,IT,Self-expression,18-24,0.240
2025-10-01,IT,Self-expression,25-34,0.340
2025-10-01,IT,Self-expression,35-44,0.198
2025-10-01,IT,Self-expression,45-54,0.144
2025-10-01,IT,Self-expression,55-64,0.049
2025-10-01,IT,Self-expression,65+,0.029
2025-10-01,IT,Technical help,18-24,0.324
2025-10-01,IT,Technical help,25-34,0.351
2025-10-01,IT,Technical help,35-44,0.136
2025-10-01,IT,Technical help,45-54,0.158
2025-10-01,IT,Technical help,55-64,0.032
2025-10-01,IT,Technical help,65+,0.000
2025-10-01,IT,Writing,18-24,0.252
2025-10-01,IT,Writing,25-34,0.348
2025-10-01,IT,Writing,35-44,0.182
2025-10-01,IT,Writing,45-54,0.135
2025-10-01,IT,Writing,55-64,0.075
2025-10-01,IT,Writing,65+,0.008
2025-10-01,JO,Practical Guidance,18-24,0.395
2025-10-01,JO,Practical Guidance,25-34,0.299
2025-10-01,JO,Practical Guidance,35-44,0.162
2025-10-01,JO,Practical Guidance,45-54,0.067
2025-10-01,JO,Practical Guidance,55-64,0.043
2025-10-01,JO,Practical Guidance,65+,0.034
2025-10-01,JO,Seeking information,18-24,0.381
2025-10-01,JO,Seeking information,25-34,0.362
2025-10-01,JO,Seeking information,35-44,0.106
2025-10-01,JO,Seeking information,45-54,0.081
2025-10-01,JO,Seeking information,55-64,0.033
2025-10-01,JO,Seeking information,65+,0.036
2025-10-01,JO,Writing,18-24,0.461
2025-10-01,JO,Writing,25-34,0.260
2025-10-01,JO,Writing,35-44,0.176
2025-10-01,JO,Writing,45-54,0.091
2025-10-01,JO,Writing,55-64,0.011
2025-10-01,JO,Writing,65+,0.001
2025-10-01,JP,Multimedia,18-24,0.199
2025-10-01,JP,Multimedia,25-34,0.273
2025-10-01,JP,Multimedia,35-44,0.175
2025-10-01,JP,Multimedia,45-54,0.202
2025-10-01,JP,Multimedia,55-64,0.120
2025-10-01,JP,Multimedia,65+,0.031
2025-10-01,JP,Other/Unknown,18-24,0.279
2025-10-01,JP,Other/Unknown,25-34,0.299
2025-10-01,JP,Other/Unknown,35-44,0.200
2025-10-01,JP,Other/Unknown,45-54,0.133
2025-10-01,JP,Other/Unknown,55-64,0.073
2025-10-01,JP,Other/Unknown,65+,0.017
2025-10-01,JP,Practical Guidance,18-24,0.325
2025-10-01,JP,Practical Guidance,25-34,0.338
2025-10-01,JP,Practical Guidance,35-44,0.169
2025-10-01,JP,Practical Guidance,45-54,0.116
2025-10-01,JP,Practical Guidance,55-64,0.034
2025-10-01,JP,Practical Guidance,65+,0.018
2025-10-01,JP,Seeking information,18-24,0.266
2025-10-01,JP,Seeking information,25-34,0.311
2025-10-01,JP,Seeking information,35-44,0.197
2025-10-01,JP,Seeking information,45-54,0.135
2025-10-01,JP,Seeking information,55-64,0.066
2025-10-01,JP,Seeking information,65+,0.026
2025-10-01,JP,Self-expression,18-24,0.317
2025-10-01,JP,Self-expression,25-34,0.327
2025-10-01,JP,Self-expression,35-44,0.195
2025-10-01,JP,Self-expression,45-54,0.107
2025-10-01,JP,Self-expression,55-64,0.040
2025-10-01,JP,Self-expression,65+,0.013
2025-10-01,JP,Technical help,18-24,0.327
2025-10-01,JP,Technical help,25-34,0.317
2025-10-01,JP,Technical help,35-44,0.172
2025-10-01,JP,Technical help,45-54,0.099
2025-10-01,JP,Technical help,55-64,0.062
2025-10-01,JP,Technical help,65+,0.022
2025-10-01,JP,Writing,18-24,0.339
2025-10-01,JP,Writing,25-34,0.344
2025-10-01,JP,Writing,35-44,0.181
2025-10-01,JP,Writing,45-54,0.094
2025-10-01,JP,Writing,55-64,0.031
2025-10-01,JP,Writing,65+,0.010
2025-10-01,KE,Practical Guidance,18-24,0.521
2025-10-01,KE,Practical Guidance,25-34,0.355
2025-10-01,KE,Practical Guidance,35-44,0.080
2025-10-01,KE,Practical Guidance,45-54,0.013
2025-10-01,KE,Practical Guidance,55-64,0.003
2025-10-01,KE,Practical Guidance,65+,0.028
2025-10-01,KE,Seeking information,18-24,0.463
2025-10-01,KE,Seeking information,25-34,0.430
2025-10-01,KE,Seeking information,35-44,0.039
2025-10-01,KE,Seeking information,45-54,0.016
2025-10-01,KE,Seeking information,55-64,0.000
2025-10-01,KE,Seeking information,65+,0.052
2025-10-01,KE,Writing,18-24,0.353
2025-10-01,KE,Writing,25-34,0.382
2025-10-01,KE,Writing,35-44,0.130
2025-10-01,KE,Writing,45-54,0.079
2025-10-01,KE,Writing,55-64,0.057
2025-10-01,KE,Writing,65+,0.000
2025-10-01,KG,Practical Guidance,18-24,0.511
2025-10-01,KG,Practical Guidance,25-34,0.241
2025-10-01,KG,Practical Guidance,35-44,0.115
2025-10-01,KG,Practical Guidance,45-54,0.043
2025-10-01,KG,Practical Guidance,55-64,0.032
2025-10-01,KG,Practical Guidance,65+,0.059
2025-10-01,KH,Writing,18-24,0.170
2025-10-01,KH,Writing,25-34,0.492
2025-10-01,KH,Writing,35-44,0.303
2025-10-01,KH,Writing,45-54,0.028
2025-10-01,KH,Writing,55-64,0.000
2025-10-01,KH,Writing,65+,0.007
2025-10-01,KR,Multimedia,18-24,0.122
2025-10-01,KR,Multimedia,25-34,0.321
2025-10-01,KR,Multimedia,35-44,0.245
2025-10-01,KR,Multimedia,45-54,0.157
2025-10-01,KR,Multimedia,55-64,0.112
2025-10-01,KR,Multimedia,65+,0.043
2025-10-01,KR,Other/Unknown,18-24,0.184
2025-10-01,KR,Other/Unknown,25-34,0.324
2025-10-01,KR,Other/Unknown,35-44,0.202
2025-10-01,KR,Other/Unknown,45-54,0.170
2025-10-01,KR,Other/Unknown,55-64,0.101
2025-10-01,KR,Other/Unknown,65+,0.018
2025-10-01,KR,Practical Guidance,18-24,0.276
2025-10-01,KR,Practical Guidance,25-34,0.329
2025-10-01,KR,Practical Guidance,35-44,0.223
2025-10-01,KR,Practical Guidance,45-54,0.093
2025-10-01,KR,Practical Guidance,55-64,0.058
2025-10-01,KR,Practical Guidance,65+,0.021
2025-10-01,KR,Seeking information,18-24,0.173
2025-10-01,KR,Seeking information,25-34,0.325
2025-10-01,KR,Seeking information,35-44,0.242
2025-10-01,KR,Seeking information,45-54,0.138
2025-10-01,KR,Seeking information,55-64,0.078
2025-10-01,KR,Seeking information,65+,0.044
2025-10-01,KR,Self-expression,18-24,0.208
2025-10-01,KR,Self-expression,25-34,0.373
2025-10-01,KR,Self-expression,35-44,0.237
2025-10-01,KR,Self-expression,45-54,0.094
2025-10-01,KR,Self-expression,55-64,0.061
2025-10-01,KR,Self-expression,65+,0.027
2025-10-01,KR,Technical help,18-24,0.263
2025-10-01,KR,Technical help,25-34,0.367
2025-10-01,KR,Technical help,35-44,0.207
2025-10-01,KR,Technical help,45-54,0.110
2025-10-01,KR,Technical help,55-64,0.053
2025-10-01,KR,Technical help,65+,0.000
2025-10-01,KR,Writing,18-24,0.241
2025-10-01,KR,Writing,25-34,0.387
2025-10-01,KR,Writing,35-44,0.199
2025-10-01,KR,Writing,45-54,0.115
2025-10-01,KR,Writing,55-64,0.045
2025-10-01,KR,Writing,65+,0.012
2025-10-01,KW,Practical Guidance,18-24,0.269
2025-10-01,KW,Practical Guidance,25-34,0.523
2025-10-01,KW,Practical Guidance,35-44,0.194
2025-10-01,KW,Practical Guidance,45-54,0.000
2025-10-01,KW,Practical Guidance,55-64,0.006
2025-10-01,KW,Practical Guidance,65+,0.008
2025-10-01,KZ,Multimedia,18-24,0.448
2025-10-01,KZ,Multimedia,25-34,0.270
2025-10-01,KZ,Multimedia,35-44,0.192
2025-10-01,KZ,Multimedia,45-54,0.079
2025-10-01,KZ,Multimedia,55-64,0.010
2025-10-01,KZ,Multimedia,65+,0.000
2025-10-01,KZ,Other/Unknown,18-24,0.382
2025-10-01,KZ,Other/Unknown,25-34,0.411
2025-10-01,KZ,Other/Unknown,35-44,0.133
2025-10-01,KZ,Other/Unknown,45-54,0.039
2025-10-01,KZ,Other/Unknown,55-64,0.011
2025-10-01,KZ,Other/Unknown,65+,0.024
2025-10-01,KZ,Practical Guidance,18-24,0.447
2025-10-01,KZ,Practical Guidance,25-34,0.335
2025-10-01,KZ,Practical Guidance,35-44,0.106
2025-10-01,KZ,Practical Guidance,45-54,0.051
2025-10-01,KZ,Practical Guidance,55-64,0.028
2025-10-01,KZ,Practical Guidance,65+,0.033
2025-10-01,KZ,Seeking information,18-24,0.458
2025-10-01,KZ,Seeking information,25-34,0.334
2025-10-01,KZ,Seeking information,35-44,0.151
2025-10-01,KZ,Seeking information,45-54,0.049
2025-10-01,KZ,Seeking information,55-64,0.008
2025-10-01,KZ,Seeking information,65+,0.000
2025-10-01,KZ,Self-expression,18-24,0.440
2025-10-01,KZ,Self-expression,25-34,0.290
2025-10-01,KZ,Self-expression,35-44,0.137
2025-10-01,KZ,Self-expression,45-54,0.042
2025-10-01,KZ,Self-expression,55-64,0.023
2025-10-01,KZ,Self-expression,65+,0.068
2025-10-01,KZ,Technical help,18-24,0.458
2025-10-01,KZ,Technical help,25-34,0.300
2025-10-01,KZ,Technical help,35-44,0.080
2025-10-01,KZ,Technical help,45-54,0.082
2025-10-01,KZ,Technical help,55-64,0.063
2025-10-01,KZ,Technical help,65+,0.017
2025-10-01,KZ,Writing,18-24,0.457
2025-10-01,KZ,Writing,25-34,0.311
2025-10-01,KZ,Writing,35-44,0.137
2025-10-01,KZ,Writing,45-54,0.051
2025-10-01,KZ,Writing,55-64,0.015
2025-10-01,KZ,Writing,65+,0.028
2025-10-01,LB,Practical Guidance,18-24,0.383
2025-10-01,LB,Practical Guidance,25-34,0.314
2025-10-01,LB,Practical Guidance,35-44,0.164
2025-10-01,LB,Practical Guidance,45-54,0.077
2025-10-01,LB,Practical Guidance,55-64,0.038
2025-10-01,LB,Practical Guidance,65+,0.024
2025-10-01,LK,Practical Guidance,18-24,0.480
2025-10-01,LK,Practical Guidance,25-34,0.362
2025-10-01,LK,Practical Guidance,35-44,0.053
2025-10-01,LK,Practical Guidance,45-54,0.071
2025-10-01,LK,Practical Guidance,55-64,0.010
2025-10-01,LK,Practical Guidance,65+,0.025
2025-10-01,LT,Practical Guidance,18-24,0.243
2025-10-01,LT,Practical Guidance,25-34,0.450
2025-10-01,LT,Practical Guidance,35-44,0.257
2025-10-01,LT,Practical Guidance,45-54,0.034
2025-10-01,LT,Practical Guidance,55-64,0.016
2025-10-01,LT,Practical Guidance,65+,0.000
2025-10-01,MA,Practical Guidance,18-24,0.382
2025-10-01,MA,Practical Guidance,25-34,0.389
2025-10-01,MA,Practical Guidance,35-44,0.125
2025-10-01,MA,Practical Guidance,45-54,0.050
2025-10-01,MA,Practical Guidance,55-64,0.033
2025-10-01,MA,Practical Guidance,65+,0.021
2025-10-01,MA,Seeking information,18-24,0.385
2025-10-01,MA,Seeking information,25-34,0.406
2025-10-01,MA,Seeking information,35-44,0.104
2025-10-01,MA,Seeking information,45-54,0.040
2025-10-01,MA,Seeking information,55-64,0.018
2025-10-01,MA,Seeking information,65+,0.047
2025-10-01,MA,Self-expression,18-24,0.299
2025-10-01,MA,Self-expression,25-34,0.373
2025-10-01,MA,Self-expression,35-44,0.166
2025-10-01,MA,Self-expression,45-54,0.089
2025-10-01,MA,Self-expression,55-64,0.000
2025-10-01,MA,Self-expression,65+,0.074
2025-10-01,MA,Writing,18-24,0.372
2025-10-01,MA,Writing,25-34,0.328
2025-10-01,MA,Writing,35-44,0.127
2025-10-01,MA,Writing,45-54,0.081
2025-10-01,MA,Writing,55-64,0.036
2025-10-01,MA,Writing,65+,0.056
2025-10-01,MX,Multimedia,18-24,0.363
2025-10-01,MX,Multimedia,25-34,0.339
2025-10-01,MX,Multimedia,35-44,0.162
2025-10-01,MX,Multimedia,45-54,0.077
2025-10-01,MX,Multimedia,55-64,0.038
2025-10-01,MX,Multimedia,65+,0.021
2025-10-01,MX,Other/Unknown,18-24,0.369
2025-10-01,MX,Other/Unknown,25-34,0.363
2025-10-01,MX,Other/Unknown,35-44,0.122
2025-10-01,MX,Other/Unknown,45-54,0.071
2025-10-01,MX,Other/Unknown,55-64,0.013
2025-10-01,MX,Other/Unknown,65+,0.062
2025-10-01,MX,Practical Guidance,18-24,0.409
2025-10-01,MX,Practical Guidance,25-34,0.360
2025-10-01,MX,Practical Guidance,35-44,0.134
2025-10-01,MX,Practical Guidance,45-54,0.053
2025-10-01,MX,Practical Guidance,55-64,0.026
2025-10-01,MX,Practical Guidance,65+,0.020
2025-10-01,MX,Seeking information,18-24,0.388
2025-10-01,MX,Seeking information,25-34,0.358
2025-10-01,MX,Seeking information,35-44,0.148
2025-10-01,MX,Seeking information,45-54,0.069
2025-10-01,MX,Seeking information,55-64,0.020
2025-10-01,MX,Seeking information,65+,0.018
2025-10-01,MX,Self-expression,18-24,0.312
2025-10-01,MX,Self-expression,25-34,0.411
2025-10-01,MX,Self-expression,35-44,0.141
2025-10-01,MX,Self-expression,45-54,0.093
2025-10-01,MX,Self-expression,55-64,0.024
2025-10-01,MX,Self-expression,65+,0.018
2025-10-01,MX,Technical help,18-24,0.407
2025-10-01,MX,Technical help,25-34,0.391
2025-10-01,MX,Technical help,35-44,0.109
2025-10-01,MX,Technical help,45-54,0.048
2025-10-01,MX,Technical help,55-64,0.025
2025-10-01,MX,Technical help,65+,0.020
2025-10-01,MX,Writing,18-24,0.366
2025-10-01,MX,Writing,25-34,0.382
2025-10-01,MX,Writing,35-44,0.145
2025-10-01,MX,Writing,45-54,0.066
2025-10-01,MX,Writing,55-64,0.021
2025-10-01,MX,Writing,65+,0.020
2025-10-01,MY,Multimedia,18-24,0.259
2025-10-01,MY,Multimedia,25-34,0.349
2025-10-01,MY,Multimedia,35-44,0.256
2025-10-01,MY,Multimedia,45-54,0.098
2025-10-01,MY,Multimedia,55-64,0.025
2025-10-01,MY,Multimedia,65+,0.013
2025-10-01,MY,Other/Unknown,18-24,0.338
2025-10-01,MY,Other/Unknown,25-34,0.352
2025-10-01,MY,Other/Unknown,35-44,0.266
2025-10-01,MY,Other/Unknown,45-54,0.045
2025-10-01,MY,Other/Unknown,55-64,0.000
2025-10-01,MY,Other/Unknown,65+,0.000
2025-10-01,MY,Practical Guidance,18-24,0.363
2025-10-01,MY,Practical Guidance,25-34,0.340
2025-10-01,MY,Practical Guidance,35-44,0.171
2025-10-01,MY,Practical Guidance,45-54,0.067
2025-10-01,MY,Practical Guidance,55-64,0.027
2025-10-01,MY,Practical Guidance,65+,0.032
2025-10-01,MY,Seeking information,18-24,0.252
2025-10-01,MY,Seeking information,25-34,0.419
2025-10-01,MY,Seeking information,35-44,0.215
2025-10-01,MY,Seeking information,45-54,0.055
2025-10-01,MY,Seeking information,55-64,0.043
2025-10-01,MY,Seeking information,65+,0.016
2025-10-01,MY,Self-expression,18-24,0.394
2025-10-01,MY,Self-expression,25-34,0.369
2025-10-01,MY,Self-expression,35-44,0.172
2025-10-01,MY,Self-expression,45-54,0.037
2025-10-01,MY,Self-expression,55-64,0.016
2025-10-01,MY,Self-expression,65+,0.012
2025-10-01,MY,Writing,18-24,0.325
2025-10-01,MY,Writing,25-34,0.384
2025-10-01,MY,Writing,35-44,0.193
2025-10-01,MY,Writing,45-54,0.078
2025-10-01,MY,Writing,55-64,0.008
2025-10-01,MY,Writing,65+,0.012
2025-10-01,NG,Multimedia,18-24,0.359
2025-10-01,NG,Multimedia,25-34,0.334
2025-10-01,NG,Multimedia,35-44,0.202
2025-10-01,NG,Multimedia,45-54,0.005
2025-10-01,NG,Multimedia,55-64,0.061
2025-10-01,NG,Multimedia,65+,0.039
2025-10-01,NG,Other/Unknown,18-24,0.390
2025-10-01,NG,Other/Unknown,25-34,0.389
2025-10-01,NG,Other/Unknown,35-44,0.126
2025-10-01,NG,Other/Unknown,45-54,0.095
2025-10-01,NG,Other/Unknown,55-64,0.000
2025-10-01,NG,Other/Unknown,65+,0.000
2025-10-01,NG,Practical Guidance,18-24,0.513
2025-10-01,NG,Practical Guidance,25-34,0.295
2025-10-01,NG,Practical Guidance,35-44,0.120
2025-10-01,NG,Practical Guidance,45-54,0.024
2025-10-01,NG,Practical Guidance,55-64,0.030
2025-10-01,NG,Practical Guidance,65+,0.018
2025-10-01,NG,Seeking information,18-24,0.413
2025-10-01,NG,Seeking information,25-34,0.354
2025-10-01,NG,Seeking information,35-44,0.130
2025-10-01,NG,Seeking information,45-54,0.065
2025-10-01,NG,Seeking information,55-64,0.011
2025-10-01,NG,Seeking information,65+,0.028
2025-10-01,NG,Self-expression,18-24,0.515
2025-10-01,NG,Self-expression,25-34,0.355
2025-10-01,NG,Self-expression,35-44,0.067
2025-10-01,NG,Self-expression,45-54,0.046
2025-10-01,NG,Self-expression,55-64,0.006
2025-10-01,NG,Self-expression,65+,0.011
2025-10-01,NG,Writing,18-24,0.408
2025-10-01,NG,Writing,25-34,0.387
2025-10-01,NG,Writing,35-44,0.121
2025-10-01,NG,Writing,45-54,0.053
2025-10-01,NG,Writing,55-64,0.012
2025-10-01,NG,Writing,65+,0.020
2025-10-01,NL,Multimedia,18-24,0.282
2025-10-01,NL,Multimedia,25-34,0.352
2025-10-01,NL,Multimedia,35-44,0.192
2025-10-01,NL,Multimedia,45-54,0.089
2025-10-01,NL,Multimedia,55-64,0.058
2025-10-01,NL,Multimedia,65+,0.026
2025-10-01,NL,Other/Unknown,18-24,0.245
2025-10-01,NL,Other/Unknown,25-34,0.346
2025-10-01,NL,Other/Unknown,35-44,0.186
2025-10-01,NL,Other/Unknown,45-54,0.179
2025-10-01,NL,Other/Unknown,55-64,0.004
2025-10-01,NL,Other/Unknown,65+,0.040
2025-10-01,NL,Practical Guidance,18-24,0.295
2025-10-01,NL,Practical Guidance,25-34,0.408
2025-10-01,NL,Practical Guidance,35-44,0.169
2025-10-01,NL,Practical Guidance,45-54,0.088
2025-10-01,NL,Practical Guidance,55-64,0.027
2025-10-01,NL,Practical Guidance,65+,0.013
2025-10-01,NL,Seeking information,18-24,0.282
2025-10-01,NL,Seeking information,25-34,0.365
2025-10-01,NL,Seeking information,35-44,0.160
2025-10-01,NL,Seeking information,45-54,0.109
2025-10-01,NL,Seeking information,55-64,0.056
2025-10-01,NL,Seeking information,65+,0.028
2025-10-01,NL,Self-expression,18-24,0.362
2025-10-01,NL,Self-expression,25-34,0.342
2025-10-01,NL,Self-expression,35-44,0.151
2025-10-01,NL,Self-expression,45-54,0.069
2025-10-01,NL,Self-expression,55-64,0.046
2025-10-01,NL,Self-expression,65+,0.032
2025-10-01,NL,Technical help,18-24,0.256
2025-10-01,NL,Technical help,25-34,0.467
2025-10-01,NL,Technical help,35-44,0.215
2025-10-01,NL,Technical help,45-54,0.042
2025-10-01,NL,Technical help,55-64,0.004
2025-10-01,NL,Technical help,65+,0.016
2025-10-01,NL,Writing,18-24,0.249
2025-10-01,NL,Writing,25-34,0.391
2025-10-01,NL,Writing,35-44,0.213
2025-10-01,NL,Writing,45-54,0.085
2025-10-01,NL,Writing,55-64,0.039
2025-10-01,NL,Writing,65+,0.023
2025-10-01,NO,Practical Guidance,18-24,0.324
2025-10-01,NO,Practical Guidance,25-34,0.259
2025-10-01,NO,Practical Guidance,35-44,0.159
2025-10-01,NO,Practical Guidance,45-54,0.111
2025-10-01,NO,Practical Guidance,55-64,0.082
2025-10-01,NO,Practical Guidance,65+,0.065
2025-10-01,NO,Seeking information,18-24,0.285
2025-10-01,NO,Seeking information,25-34,0.400
2025-10-01,NO,Seeking information,35-44,0.135
2025-10-01,NO,Seeking information,45-54,0.123
2025-10-01,NO,Seeking information,55-64,0.013
2025-10-01,NO,Seeking information,65+,0.043
2025-10-01,NO,Writing,18-24,0.242
2025-10-01,NO,Writing,25-34,0.419
2025-10-01,NO,Writing,35-44,0.221
2025-10-01,NO,Writing,45-54,0.099
2025-10-01,NO,Writing,55-64,0.017
2025-10-01,NO,Writing,65+,0.001
2025-10-01,NP,Practical Guidance,18-24,0.489
2025-10-01,NP,Practical Guidance,25-34,0.233
2025-10-01,NP,Practical Guidance,35-44,0.084
2025-10-01,NP,Practical Guidance,45-54,0.048
2025-10-01,NP,Practical Guidance,55-64,0.058
2025-10-01,NP,Practical Guidance,65+,0.087
2025-10-01,OM,Practical Guidance,18-24,0.332
2025-10-01,OM,Practical Guidance,25-34,0.313
2025-10-01,OM,Practical Guidance,35-44,0.194
2025-10-01,OM,Practical Guidance,45-54,0.071
2025-10-01,OM,Practical Guidance,55-64,0.047
2025-10-01,OM,Practical Guidance,65+,0.043
2025-10-01,PE,Multimedia,18-24,0.355
2025-10-01,PE,Multimedia,25-34,0.369
2025-10-01,PE,Multimedia,35-44,0.168
2025-10-01,PE,Multimedia,45-54,0.034
2025-10-01,PE,Multimedia,55-64,0.048
2025-10-01,PE,Multimedia,65+,0.027
2025-10-01,PE,Other/Unknown,18-24,0.404
2025-10-01,PE,Other/Unknown,25-34,0.394
2025-10-01,PE,Other/Unknown,35-44,0.138
2025-10-01,PE,Other/Unknown,45-54,0.023
2025-10-01,PE,Other/Unknown,55-64,0.001
2025-10-01,PE,Other/Unknown,65+,0.040
2025-10-01,PE,Practical Guidance,18-24,0.426
2025-10-01,PE,Practical Guidance,25-34,0.366
2025-10-01,PE,Practical Guidance,35-44,0.115
2025-10-01,PE,Practical Guidance,45-54,0.055
2025-10-01,PE,Practical Guidance,55-64,0.022
2025-10-01,PE,Practical Guidance,65+,0.016
2025-10-01,PE,Seeking information,18-24,0.406
2025-10-01,PE,Seeking information,25-34,0.358
2025-10-01,PE,Seeking information,35-44,0.110
2025-10-01,PE,Seeking information,45-54,0.091
2025-10-01,PE,Seeking information,55-64,0.014
2025-10-01,PE,Seeking information,65+,0.022
2025-10-01,PE,Self-expression,18-24,0.369
2025-10-01,PE,Self-expression,25-34,0.398
2025-10-01,PE,Self-expression,35-44,0.115
2025-10-01,PE,Self-expression,45-54,0.089
2025-10-01,PE,Self-expression,55-64,0.000
2025-10-01,PE,Self-expression,65+,0.030
2025-10-01,PE,Technical help,18-24,0.291
2025-10-01,PE,Technical help,25-34,0.440
2025-10-01,PE,Technical help,35-44,0.092
2025-10-01,PE,Technical help,45-54,0.059
2025-10-01,PE,Technical help,55-64,0.054
2025-10-01,PE,Technical help,65+,0.064
2025-10-01,PE,Writing,18-24,0.390
2025-10-01,PE,Writing,25-34,0.355
2025-10-01,PE,Writing,35-44,0.125
2025-10-01,PE,Writing,45-54,0.071
2025-10-01,PE,Writing,55-64,0.034
2025-10-01,PE,Writing,65+,0.024
2025-10-01,PH,Multimedia,18-24,0.350
2025-10-01,PH,Multimedia,25-34,0.358
2025-10-01,PH,Multimedia,35-44,0.160
2025-10-01,PH,Multimedia,45-54,0.069
2025-10-01,PH,Multimedia,55-64,0.046
2025-10-01,PH,Multimedia,65+,0.019
2025-10-01,PH,Other/Unknown,18-24,0.358
2025-10-01,PH,Other/Unknown,25-34,0.435
2025-10-01,PH,Other/Unknown,35-44,0.138
2025-10-01,PH,Other/Unknown,45-54,0.019
2025-10-01,PH,Other/Unknown,55-64,0.028
2025-10-01,PH,Other/Unknown,65+,0.022
2025-10-01,PH,Practical Guidance,18-24,0.473
2025-10-01,PH,Practical Guidance,25-34,0.359
2025-10-01,PH,Practical Guidance,35-44,0.101
2025-10-01,PH,Practical Guidance,45-54,0.037
